#x_m,y_m,w_tr_right_m,w_tr_left_m
3.8000000000000007,11.309999999999999,2.487936011143123,1.1238202294873727
3.7500000000000018,11.259999999999998,2.520294101747089,1.085496013218244
3.5000000000000018,11.259999999999998,2.4575364531836623,1.1656500283747664
3.450000000000001,11.21,2.49675731203236,1.1416407864998739
3.4000000000000004,11.21,2.4730132809247323,1.1647344063956182
3.3000000000000007,11.11,2.3894014752448105,1.1313526955694349
3.3000000000000007,11.059999999999999,2.3985572920372564,1.090348790056394
3.1500000000000004,10.91,2.2520399670478457,1.0727922061357855
3.1500000000000004,10.86,2.238237068047322,1.0379418403139948
3.1000000000000014,10.809999999999999,2.1769728648009425,1.0419742348374221
3.1000000000000014,10.71,2.153720459187964,0.9800423721205948
3.0500000000000007,10.66,2.094558781116753,0.9926860441876564
3.0500000000000007,10.559999999999999,2.07705950734714,0.9412712210513328
3.0000000000000018,10.509999999999998,2.020360331117452,0.9629703349613008
3.0000000000000018,10.36,2.0051077071199948,0.8965856099730655
2.950000000000001,10.309999999999999,1.947673159491453,0.9236102527122116
2.950000000000001,9.36,1.8396078054371139,0.8793516572461452
3.0000000000000018,9.309999999999999,1.8796634343085423,0.8440306508910551
3.0000000000000018,8.96,1.8155644370746373,0.8606601717798213
3.0500000000000007,8.91,1.859732992404598,0.819803902718557
3.0500000000000007,8.66,1.8223748416156687,0.8688779163215975
3.1000000000000014,8.61,1.8651876428063383,0.8307764064044152
3.1000000000000014,8.41,1.8396078054371139,0.8793516572461452
3.1500000000000004,8.36,1.8796634343085423,0.8440306508910551
3.1500000000000004,8.21,1.85,0.8920164833920778
3.200000000000001,8.16,1.8886598574205422,0.8500000000000001
3.200000000000001,7.81,1.8506096654409878,0.8793516572461452
3.2500000000000018,7.760000000000001,1.9000000000000001,0.8440306508910551
3.2500000000000018,7.260000000000001,1.8303940504246954,0.8793516572461452
3.3000000000000007,7.21,1.871834935510066,0.8440306508910551
3.3000000000000007,6.96,1.8506096654409878,0.8793516572461452
3.3500000000000014,6.910000000000001,1.9000000000000001,0.8440306508910551
3.3500000000000014,6.660000000000001,1.8651876428063383,0.8920164833920778
3.4000000000000004,6.61,1.9095023109728988,0.8547511554864494
3.4000000000000004,6.36,1.9000000000000001,0.9067971810589328
3.450000000000001,6.31,1.9500000000000002,0.8688779163215975
3.450000000000001,6.06,1.9644860821913364,0.9280514172678478
3.5000000000000018,6.010000000000001,2.020360331117452,0.8920164833920778
3.5000000000000018,5.31,2.2166091947189144,0.9597413504743202
3.450000000000001,5.260000000000001,2.1926972228010797,1.0165525060596439
3.450000000000001,4.910000000000001,2.3656383221335,1.05
3.4000000000000004,4.86,2.3519600310349693,1.1009611831257688
3.4000000000000004,4.56,2.533587386567329,1.146291201783626
3.3500000000000014,4.510000000000001,2.5280945731407485,1.2000000000000002
3.3500000000000014,4.36,2.629310870159022,1.2000000000000002
3.2500000000000018,4.260000000000001,2.6284271247461906,1.20356688476182
3.1500000000000004,4.260000000000001,2.5586228448267447,1.2142135623730952
3.1000000000000014,4.21,2.5613402542968156,1.1729530217745983
3.0000000000000018,4.21,2.4953663943887108,1.1946325680981353
2.950000000000001,4.160000000000001,2.5018512172212595,1.1601470508735445
2.9000000000000004,4.160000000000001,2.4706740722147287,1.1729530217745983
2.8500000000000014,4.11,2.4800186566514792,1.1341664064126336
2.7500000000000018,4.11,2.421545345783666,1.1583077707206124
2.700000000000001,4.06,2.4348624252510795,1.1152946437965905
2.6000000000000014,4.06,2.3811818998280616,1.1341664064126336
2.5500000000000007,4.010000000000001,2.3985572920372564,1.098075498574717
2.450000000000001,4.010000000000001,2.35,1.1086252328302402
2.4000000000000004,3.96,2.3714781741247584,1.0658988901172164
2.2500000000000018,3.96,2.3079872407968907,1.098075498574717
2.200000000000001,3.910000000000001,2.3347583711273154,1.0539936203984455
2.0500000000000007,3.910000000000001,2.282438317461282,1.0747548783981962
2.0000000000000018,3.8600000000000003,2.3144581921360317,1.036931687685298
1.7500000000000018,3.8600000000000003,2.238237068047322,1.0589678312014172
1.700000000000001,3.8099999999999996,2.2738633753705964,1.0165525060596439
1.5000000000000018,3.8099999999999996,2.233105012119288,1.0509996003196804
1.450000000000001,3.7600000000000007,2.2748737341529166,1.0041594578792297
1.1500000000000004,3.7600000000000007,2.233105012119288,1.0509996003196804
1.1000000000000014,3.71,2.2748737341529166,1.0041594578792297
0.8000000000000007,3.71,2.233105012119288,1.0509996003196804
0.7500000000000018,3.6599999999999993,2.2748737341529166,1.0041594578792297
0.45000000000000107,3.6599999999999993,2.241823089414956,1.0649110640673518
0.40000000000000036,3.6100000000000003,2.282438317461282,1.034908903522847
0.2500000000000018,3.6100000000000003,2.2520399670478457,1.0816005617976296
0.20000000000000107,3.5599999999999996,2.286463351831271,1.0539936203984455
0.15000000000000036,3.5599999999999996,2.2738633753705964,1.0747548783981962
0.10000000000000142,3.5100000000000007,2.3109759058979438,1.0529964086141668
-0.4499999999999993,3.5100000000000007,2.25,1.05
-0.4999999999999982,3.46,2.29098374141623,1.0
-0.8999999999999986,3.46,2.233105012119288,1.0649110640673518
-0.9499999999999993,3.4099999999999993,2.2748737341529166,1.034908903522847
-1.0999999999999996,3.4099999999999993,2.258149710656371,1.0816005617976296
-1.1499999999999986,3.3600000000000003,2.3004999500099976,1.0539936203984455
-1.2499999999999982,3.3600000000000003,2.282438317461282,1.0971121771072847
-1.299999999999999,3.3099999999999996,2.3243811122728677,1.0776932339180638
-1.3499999999999996,3.3099999999999996,2.3179356624028347,1.1038404810405298
