#x_m,y_m,w_tr_right_m,w_tr_left_m
1.4000000000000021,23.650000000000002,0.20000000000000007,0.8
1.3500000000000014,23.600000000000005,0.25000000000000006,0.75
0.8000000000000007,23.600000000000005,0.25000000000000006,0.8629703349613008
0.75,23.55,0.30000000000000004,0.8412712210513327
0.5500000000000007,23.55,0.30000000000000004,0.9500000000000001
0.5,23.500000000000004,0.3500000000000001,0.9419742348374222
0.40000000000000213,23.500000000000004,0.3500000000000001,1.00862523283024
0.3500000000000014,23.450000000000006,0.3500000000000001,1.008147545195113
0.3500000000000014,23.350000000000005,0.3500000000000001,0.9379418403139947
0.3000000000000007,23.3,0.30000000000000004,0.9419742348374222
0.3000000000000007,23.150000000000002,0.30000000000000004,0.8510864433221338
0.25,23.100000000000005,0.25000000000000006,0.8661903789690601
0.25,22.750000000000004,0.25000000000000006,0.7307764064044152
0.20000000000000284,22.7,0.20000000000000007,0.7688779163215975
0.20000000000000284,21.250000000000004,0.25000000000000006,0.7000000000000001
0.15000000000000213,21.2,0.20000000000000007,0.75
0.15000000000000213,20.900000000000002,0.25000000000000006,0.75
0.10000000000000142,20.850000000000005,0.20000000000000007,0.8
0.10000000000000142,19.500000000000004,0.25000000000000006,0.75
0.05000000000000071,19.45,0.20000000000000007,0.8
0.05000000000000071,18.2,0.25000000000000006,0.75
0.0,18.150000000000002,0.20000000000000007,0.8
0.0,17.7,0.2590169943749475,0.7547511554864494
-0.04999999999999716,17.650000000000002,0.2408326913195985,0.810180165558726
-0.04999999999999716,17.400000000000002,0.2590169943749475,0.8704699910719627
0.0,17.350000000000005,0.3184658438426491,0.8423659658795863
0.0,16.850000000000005,0.19244289008980525,0.751189802081432
0.05000000000000071,16.8,0.2220153254455276,0.7000000000000001
0.05000000000000071,16.200000000000003,0.2099019513592785,0.6513148795220224
0.0,16.150000000000002,0.17434164902525695,0.7000000000000001
0.0,15.950000000000003,0.25000000000000006,0.7000000000000001
-0.04999999999999716,15.900000000000002,0.20000000000000007,0.75
-0.04999999999999716,14.950000000000003,0.25000000000000006,0.75
-0.09999999999999787,14.900000000000002,0.20000000000000007,0.8
-0.09999999999999787,14.450000000000003,0.2590169943749475,0.75
-0.14999999999999858,14.400000000000002,0.2408326913195985,0.8
-0.14999999999999858,12.100000000000001,0.25000000000000006,0.75
-0.1999999999999993,12.05,0.20000000000000007,0.8
-0.1999999999999993,11.250000000000004,0.2590169943749475,0.75
-0.25,11.200000000000003,0.23851648071345044,0.8
-0.25,9.700000000000003,0.20000000000000007,0.7688779163215975
-0.1999999999999993,9.650000000000002,0.25000000000000006,0.7307764064044152
-0.1999999999999993,9.100000000000001,0.2522680508593631,0.7547511554864494
-0.25,9.05,0.2099019513592785,0.7965856099730655
-0.25,8.850000000000001,0.25000000000000006,0.7307764064044152
-0.29999999999999716,8.8,0.20000000000000007,0.7688779163215975
-0.29999999999999716,8.150000000000002,0.25000000000000006,0.75
-0.34999999999999787,8.100000000000001,0.20249378105604454,0.8
-0.34999999999999787,6.300000000000001,0.2590169943749475,0.75
-0.3999999999999986,6.2500000000000036,0.2408326913195985,0.8
-0.3999999999999986,4.050000000000001,0.25000000000000006,0.7307764064044152
-0.4499999999999993,4.0000000000000036,0.20000000000000007,0.7688779163215975
-0.4499999999999993,3.150000000000002,0.25000000000000006,0.75
-0.5,3.1000000000000014,0.20000000000000007,0.8
-0.5,1.3500000000000014,0.25000000000000006,0.7440306508910551
-0.5500000000000007,1.3000000000000007,0.20000000000000007,0.8
-0.5500000000000007,0.9000000000000021,0.20000000000000007,0.8
-0.5,0.8500000000000014,0.25000000000000006,0.75
-0.5,0.3000000000000007,0.25000000000000006,0.8629703349613008
-0.4499999999999993,0.2500000000000018,0.30000000000000004,0.8412712210513327
-0.4499999999999993,0.05000000000000071,0.30000000000000004,0.9500000000000001
-0.3999999999999986,1.7763568394002505e-15,0.3500000000000001,0.9419742348374222
-0.3999999999999986,-0.09999999999999787,0.3500000000000001,1.00862523283024
-0.34999999999999787,-0.14999999999999858,0.3500000000000001,1.00862523283024
-0.25,-0.14999999999999858,0.3500000000000001,0.9419742348374222
-0.1999999999999993,-0.1999999999999993,0.30000000000000004,0.9500000000000001
0.0,-0.1999999999999993,0.30000000000000004,0.8412712210513327
0.05000000000000071,-0.24999999999999822,0.25000000000000006,0.8629703349613008
2.6000000000000014,-0.24999999999999822,0.25000000000000006,0.7000000000000001
2.650000000000002,-0.29999999999999893,0.20000000000000007,0.75
5.200000000000003,-0.29999999999999893,0.25000000000000006,0.7307764064044152
5.25,-0.34999999999999787,0.20000000000000007,0.7688779163215975
5.900000000000002,-0.34999999999999787,0.25000000000000006,0.7307764064044152
5.950000000000003,-0.3999999999999986,0.20249378105604454,0.7688779163215975
6.400000000000002,-0.3999999999999986,0.2522680508593631,0.75
6.450000000000003,-0.4499999999999993,0.2099019513592785,0.8
6.800000000000001,-0.4499999999999993,0.2099019513592785,0.8
6.850000000000001,-0.3999999999999986,0.2522680508593631,0.75
8.350000000000001,-0.3999999999999986,0.30000000000000004,0.9619429464123963
8.400000000000002,-0.34999999999999787,0.3500000000000001,0.9500000000000001
8.55,-0.34999999999999787,0.3500000000000001,1.045362404707371
8.700000000000003,-0.1999999999999993,0.3500000000000001,1.0509256086106296
8.700000000000003,1.6500000000000021,0.25000000000000006,0.7000000000000001
8.75,1.7000000000000028,0.20000000000000007,0.75
8.75,2.75,0.25000000000000006,0.7000000000000001
8.8,2.8000000000000007,0.20000000000000007,0.75
8.8,4.100000000000001,0.2522680508593631,0.75
