#x_m,y_m,w_tr_right_m,w_tr_left_m
18.55,0.6999999999999993,0.55,0.606225774829855
18.5,0.6500000000000004,0.6000000000000001,0.5648529270389178
17.3,0.6500000000000004,0.55,0.606225774829855
17.25,0.5999999999999996,0.6000000000000001,0.5648529270389178
16.0,0.5999999999999996,0.55,0.606225774829855
15.950000000000003,0.5500000000000007,0.6000000000000001,0.5648529270389178
14.900000000000002,0.5500000000000007,0.55,0.606225774829855
14.850000000000001,0.5,0.6000000000000001,0.5648529270389178
13.400000000000002,0.5,0.65,0.7000000000000001
13.350000000000001,0.4499999999999993,0.694427190999916,0.65
11.850000000000001,0.4499999999999993,0.55,0.606225774829855
11.8,0.40000000000000036,0.6000000000000001,0.5648529270389178
10.0,0.40000000000000036,0.6077747210701756,0.65
9.95,0.34999999999999964,0.6381527307120106,0.6000000000000001
8.950000000000001,0.34999999999999964,0.55,0.606225774829855
8.9,0.3000000000000007,0.6000000000000001,0.5648529270389178
6.700000000000001,0.3000000000000007,0.6077747210701756,0.65
6.65,0.25,0.6381527307120106,0.6000000000000001
5.850000000000001,0.25,0.55,0.606225774829855
5.800000000000001,0.1999999999999993,0.6000000000000001,0.5648529270389178
3.5,0.1999999999999993,0.6077747210701756,0.65
3.450000000000001,0.15000000000000036,0.6381527307120106,0.6000000000000001
1.9000000000000004,0.15000000000000036,0.6077747210701756,0.65
1.8499999999999996,0.09999999999999964,0.6381527307120106,0.6000000000000001
1.0,0.09999999999999964,0.55,0.606225774829855
0.9500000000000002,0.05000000000000071,0.6000000000000001,0.5648529270389178
-0.6999999999999993,0.05000000000000071,0.55,0.606225774829855
-0.75,0.0,0.6000000000000001,0.5648529270389178
-2.3999999999999995,0.0,0.55,0.606225774829855
-2.45,-0.05000000000000071,0.6000000000000001,0.5648529270389178
-3.15,-0.05000000000000071,0.55,0.606225774829855
-3.1999999999999997,-0.09999999999999964,0.6000000000000001,0.5648529270389178
-3.55,-0.09999999999999964,0.673212459828649,0.7013878188659973
-3.5999999999999996,-0.15000000000000036,0.7394147114027968,0.6902246907382429
-3.6999999999999997,-0.15000000000000036,0.75,0.75524865872714
-3.8,-0.25,0.7000000000000001,0.75524865872714
-3.8,-0.34999999999999964,0.7000000000000001,0.6902246907382429
-3.8499999999999996,-0.40000000000000036,0.65,0.7013878188659973
-3.8499999999999996,-0.5999999999999996,0.65,0.6077747210701756
-3.9,-0.6500000000000004,0.6000000000000001,0.6381527307120106
-3.9,-1.5999999999999996,0.55,0.606225774829855
-3.8499999999999996,-1.6500000000000004,0.6000000000000001,0.5648529270389178
-3.8499999999999996,-3.4000000000000004,0.6000000000000001,0.65
-3.8,-3.4499999999999993,0.6381527307120106,0.6000000000000001
-3.8,-4.300000000000001,0.6000000000000001,0.65
-3.75,-4.35,0.6381527307120106,0.6000000000000001
-3.75,-5.65,0.5516648189186454,0.606225774829855
-3.6999999999999997,-5.700000000000001,0.6000000000000001,0.5648529270389178
-3.6999999999999997,-6.75,0.606225774829855,0.6381527307120106
-3.65,-6.800000000000001,0.6631338250816035,0.6077747210701756
-3.65,-7.75,0.55,0.6000000000000001
-3.5999999999999996,-7.800000000000001,0.5905694150420948,0.55
-3.5999999999999996,-8.55,0.65,0.674642784226795
-3.55,-8.600000000000001,0.7000000000000001,0.6602325267042627
-3.55,-8.75,0.7013878188659973,0.75524865872714
-3.5,-8.8,0.75524865872714,0.7545941546018393
-3.5,-8.850000000000001,0.7617692030835672,0.7899494936611666
-3.4499999999999997,-8.9,0.819803902718557,0.7924716620639605
-3.25,-8.9,0.7617692030835672,0.674642784226795
-3.1999999999999997,-8.95,0.694427190999916,0.694427190999916
-2.7,-8.95,0.5648529270389178,0.6000000000000001
-2.6499999999999995,-8.9,0.606225774829855,0.55
-1.3999999999999995,-8.9,0.55,0.5905694150420948
-1.3499999999999996,-8.850000000000001,0.6000000000000001,0.55
-0.5499999999999998,-8.850000000000001,0.55,0.5905694150420948
-0.5,-8.8,0.6000000000000001,0.55
0.40000000000000036,-8.8,0.5516648189186454,0.5905694150420948
0.4500000000000002,-8.75,0.6000000000000001,0.5566372975210778
1.25,-8.75,0.5762087348130013,0.6246211251235322
1.3000000000000007,-8.7,0.6139410298049853,0.5648529270389178
3.1000000000000014,-8.7,0.5648529270389178,0.6000000000000001
3.1500000000000004,-8.65,0.606225774829855,0.55
4.4,-8.65,0.5648529270389178,0.6000000000000001
4.450000000000001,-8.600000000000001,0.606225774829855,0.55
4.9,-8.600000000000001,0.55,0.5905694150420948
4.950000000000001,-8.55,0.6000000000000001,0.55
5.550000000000001,-8.55,0.6000000000000001,0.65
5.600000000000001,-8.5,0.65,0.6000000000000001
7.050000000000001,-8.5,0.5566372975210778,0.6000000000000001
7.100000000000001,-8.45,0.60156097709407,0.55
8.100000000000001,-8.45,0.5566372975210778,0.6000000000000001
8.15,-8.4,0.60156097709407,0.55
9.350000000000001,-8.4,0.55,0.5905694150420948
9.400000000000002,-8.350000000000001,0.6000000000000001,0.55
10.350000000000001,-8.350000000000001,0.5566372975210778,0.6000000000000001
10.400000000000002,-8.3,0.60156097709407,0.55
11.5,-8.3,0.5648529270389178,0.6000000000000001
11.55,-8.25,0.606225774829855,0.55
12.05,-8.25,0.606225774829855,0.55
12.100000000000001,-8.3,0.5648529270389178,0.6000000000000001
12.600000000000001,-8.3,0.6000000000000001,0.6246211251235322
12.650000000000002,-8.25,0.6276472678623425,0.5905694150420948
12.850000000000001,-8.25,0.5648529270389178,0.6000000000000001
12.900000000000002,-8.2,0.606225774829855,0.55
14.100000000000001,-8.2,0.5762087348130013,0.60156097709407
14.150000000000002,-8.15,0.6139410298049853,0.55
15.350000000000001,-8.15,0.5648529270389178,0.6000000000000001
15.400000000000002,-8.100000000000001,0.606225774829855,0.55
16.400000000000002,-8.100000000000001,0.5648529270389178,0.6000000000000001
16.450000000000003,-8.05,0.606225774829855,0.55
17.55,-8.05,0.5648529270389178,0.6000000000000001
17.6,-8.0,0.606225774829855,0.55
17.650000000000002,-8.05,0.5516648189186454,0.5905694150420948
18.450000000000003,-8.05,0.55,0.5905694150420948
18.5,-8.0,0.6000000000000001,0.55
19.35,-8.0,0.65,0.694427190999916
19.400000000000002,-7.95,0.7000000000000001,0.674642784226795
19.5,-7.95,0.7000000000000001,0.7300537618869138
19.55,-7.9,0.75,0.7219544457292888
19.6,-7.9,0.75,0.75524865872714
19.650000000000002,-7.8500000000000005,0.7340770846134703,0.75524865872714
