416,141
415,142
412,142
410,144
410,147
409,148
409,152
408,153
408,192
407,193
407,221
406,222
406,241
405,242
406,243
406,246
407,247
407,257
406,258
406,261
405,262
405,274
404,275
404,306
403,307
403,337
402,338
402,368
401,369
401,396
400,397
400,400
401,401
401,404
402,405
402,417
401,418
401,421
400,422
400,425
399,426
399,461
398,462
398,491
397,492
397,498
398,499
398,517
397,518
397,521
396,522
396,546
395,547
395,559
394,560
394,565
395,566
395,582
396,583
396,586
397,586
398,587
424,587
425,588
493,588
494,589
507,589
508,590
546,590
548,588
548,587
549,586
549,563
550,562
550,541
551,540
551,521
550,520
550,511
551,510
551,507
552,506
552,498
553,497
553,474
554,473
554,452
555,451
555,423
554,422
554,413
555,412
555,410
556,409
556,401
557,400
557,377
558,376
558,354
559,353
559,334
560,333
560,309
561,308
561,281
562,280
562,262
561,261
561,255
562,254
562,252
563,251
563,228
564,227
564,202
565,201
565,181
566,180
566,149
565,148
565,147
564,146
561,146
560,145
530,145
529,144
494,144
493,143
486,143
485,142
445,142
444,141
