363,4
361,6
359,6
358,7
358,8
355,11
351,11
349,13
348,13
341,20
341,21
339,23
339,24
338,25
338,26
337,27
337,30
336,31
336,34
335,35
335,41
336,42
336,43
338,45
338,46
341,49
341,50
342,51
342,52
343,53
343,54
344,55
344,56
345,57
345,75
344,76
344,79
343,80
343,83
342,84
342,85
333,94
332,94
328,98
327,98
323,102
322,102
320,104
319,104
315,108
314,108
313,109
312,109
311,110
310,110
307,113
306,113
303,116
302,116
296,122
295,122
291,126
290,126
287,129
286,129
285,130
284,130
283,131
277,131
273,127
273,119
279,113
280,113
283,110
284,110
289,105
290,105
301,94
302,94
306,90
307,90
311,86
312,86
316,82
317,82
322,77
322,76
323,75
323,73
324,72
324,68
325,67
325,58
324,57
324,56
323,55
323,54
322,53
322,52
321,51
321,50
320,49
320,48
313,41
313,40
311,38
311,37
310,36
310,33
309,32
309,30
308,29
308,22
307,21
308,20
307,21
306,21
305,22
302,22
301,23
300,23
299,24
298,24
295,27
294,27
293,28
292,28
289,31
288,31
287,32
286,32
281,37
280,37
279,38
278,38
275,41
274,41
272,43
271,43
265,49
264,49
263,50
262,50
259,53
258,53
256,55
255,55
253,57
252,57
250,59
249,59
246,62
245,62
243,64
242,64
239,67
238,67
237,68
236,68
232,72
231,72
216,87
216,88
212,92
212,93
209,96
209,97
208,98
208,99
204,103
204,104
203,105
203,106
202,107
202,108
200,110
200,111
199,112
199,113
197,115
197,116
196,117
196,118
195,119
195,120
194,121
194,122
193,123
193,124
192,125
192,126
191,127
191,128
190,129
190,130
189,131
189,132
188,133
188,135
187,136
187,137
186,138
186,140
185,141
185,142
184,143
184,146
183,147
183,149
182,150
182,151
181,152
181,154
180,155
180,156
178,158
178,160
177,161
177,162
174,165
174,166
172,168
172,169
169,172
169,173
167,175
167,176
163,180
163,181
161,183
161,184
159,186
159,187
156,190
156,191
153,194
153,195
151,197
151,198
145,204
144,204
138,210
137,210
135,212
134,212
132,214
131,214
130,215
129,215
128,216
127,216
126,217
124,217
122,219
116,219
115,220
113,220
112,221
110,221
109,222
104,222
103,223
96,223
95,224
84,224
83,225
63,225
62,226
58,226
57,227
54,227
53,228
51,228
50,229
49,229
48,230
47,230
46,231
44,231
42,233
41,233
37,237
36,237
35,238
34,238
32,240
31,240
28,243
27,243
20,250
20,251
15,256
15,257
14,258
14,259
11,262
11,263
10,264
10,268
9,269
9,270
8,271
8,274
7,275
7,281
8,282
8,283
9,284
9,286
10,287
10,288
11,289
11,290
13,292
13,293
17,297
17,298
21,302
21,303
35,317
35,318
43,326
44,326
49,331
50,331
53,334
54,334
55,335
57,335
59,337
60,337
61,338
63,338
64,339
66,339
67,340
69,340
70,341
72,341
73,342
74,342
75,343
84,343
85,342
86,342
87,341
89,341
90,340
92,340
93,339
95,339
96,338
98,338
99,337
100,337
101,336
104,336
105,335
107,335
108,334
110,334
111,333
115,333
116,332
118,332
119,331
120,331
123,328
124,328
125,327
126,327
127,326
128,326
129,325
130,325
131,324
132,324
133,323
134,323
135,322
136,322
138,320
139,320
140,319
141,319
142,318
143,318
145,316
146,316
148,314
149,314
151,312
152,312
153,311
154,311
155,310
156,310
158,308
159,308
160,307
161,307
163,305
164,305
166,303
167,303
168,302
169,302
171,300
172,300
174,298
175,298
176,297
177,297
179,295
180,295
181,294
182,294
184,292
185,292
186,291
187,291
188,290
189,290
191,288
193,288
194,287
195,287
198,284
199,284
202,281
203,281
204,280
205,280
207,278
208,278
210,276
211,276
213,274
214,274
216,272
217,272
220,269
221,269
222,268
223,268
225,266
226,266
228,264
229,264
232,261
233,261
235,259
236,259
238,257
239,257
241,255
242,255
244,253
245,253
248,250
249,250
251,248
252,248
253,247
254,247
256,245
257,245
259,243
260,243
264,239
265,239
267,237
268,237
271,234
272,234
274,232
275,232
277,230
278,230
280,228
281,228
282,227
283,227
285,225
286,225
287,224
288,224
290,222
291,222
294,219
295,219
297,217
298,217
300,215
301,215
303,213
304,213
306,211
307,211
309,209
310,209
312,207
313,207
314,206
315,206
317,204
318,204
319,203
320,203
324,199
325,199
327,197
328,197
331,194
332,194
333,193
334,193
336,191
337,191
338,190
339,190
340,189
341,189
342,188
343,188
345,186
346,186
349,183
350,183
352,181
353,181
354,180
355,180
357,178
358,178
361,175
362,175
365,172
366,172
369,169
370,169
373,166
374,166
378,162
379,162
383,158
384,158
387,155
388,155
392,151
393,151
395,149
396,149
401,144
402,144
407,139
408,139
429,118
429,117
434,112
434,111
435,110
435,108
434,107
434,105
433,104
434,103
434,99
435,98
435,96
434,95
434,91
433,90
433,89
432,88
432,86
431,85
431,83
430,82
430,81
429,80
429,79
428,78
428,76
427,75
427,73
426,72
426,71
425,70
425,69
424,68
424,67
423,66
423,65
422,64
422,63
420,61
420,60
417,57
417,56
416,55
416,54
415,53
415,52
414,51
414,50
411,47
411,46
409,44
409,43
407,41
407,40
406,39
406,38
405,37
405,36
402,33
402,31
401,30
401,29
400,28
400,27
396,23
396,22
395,21
395,20
392,17
392,16
391,15
391,14
389,12
388,12
384,8
381,8
380,7
379,7
378,6
377,6
375,4
